,id,title,author,genre,language,publicationYear,publisher,description,pageCount,tags,rating_average,most_popular_country,bestseller_status,awards,age_category,adapted_to_movie,movie_release_year,isbn
307,312,A Thousand Splendid Suns,Khaled Hosseini,Historical Fiction,English,2007,Riverhead Books,Two generations of characters are brought together by the tragic sweep of war in Afghanistan.,384,"war,afghanistan,women",4.42,USA,True,Goodreads Choice Award,Adult,False,,978-1594483851
308,313,The Secret Life of Bees,Sue Monk Kidd,Historical Fiction,English,2001,Viking,A girl runs away from her abusive father to find the truth about her mother in South Carolina.,336,"south,family,race",4.07,USA,True,Book Sense Book of the Year,Young Adult,True,2008.0,978-0142001745
309,314,Night,Elie Wiesel,Non-Fiction,English,1960,Hill & Wang,"A candid, horrific, and deeply poignant autobiographical account of survival in the Nazi death camps.",115,"holocaust,history,memoir",4.36,Romania,True,Nobel Prize,Adult,False,,978-0374500016
310,315,Angela's Ashes,Frank McCourt,Non-Fiction,English,1996,Scribner,"A memoir of a childhood of poverty in Brooklyn and Limerick, Ireland.",368,"ireland,poverty,memoir",4.13,Ireland,True,Pulitzer Prize,Adult,True,1999.0,978-0684842677
311,316,Tuesdays with Morrie,Mitch Albom,Non-Fiction,English,1997,Doubleday,A sportswriter reconnects with his dying college professor for one final lesson on life.,192,"philosophy,death,inspiration",4.13,USA,True,,Adult,True,1999.0,978-0385484510
312,317,The Art of War,Sun Tzu,Non-Fiction,English,-500,Unknown,An ancient Chinese military treatise attributed to Sun Tzu.,273,"strategy,war,philosophy",3.98,China,True,,Adult,False,,978-1590302255
313,318,Meditations,Marcus Aurelius,Non-Fiction,English,180,Unknown,A series of personal writings by the Roman Emperor recording his private notes to himself.,254,"stoicism,philosophy,rome",4.26,Italy,True,,Adult,False,,978-0812968255
314,319,Tao Te Ching,Lao Tzu,Non-Fiction,English,-400,Unknown,The fundamental text for both philosophical and religious Taoism.,160,"taoism,china,spirituality",4.32,China,True,,Adult,False,,978-0140441314
315,320,The Prince,Niccolò Machiavelli,Non-Fiction,English,1532,Antonio Blado,A political treatise describing how to acquire and maintain political power.,140,"politics,power,history",3.83,Italy,True,,Adult,False,,978-0553212785
316,321,Thus Spoke Zarathustra,Friedrich Nietzsche,Non-Fiction,English,1883,Chemnitz,A philosophical novel about the death of God and the Ubermensch.,352,"philosophy,germany,existentialism",4.08,Germany,True,,Adult,False,,978-0140441185
317,322,Rich Dad Poor Dad,Robert T. Kiyosaki,Non-Fiction,English,1997,Plata Publishing,A book about the importance of financial literacy and investing.,336,"money,business,self-help",4.13,USA,True,,Adult,False,,978-1612680194
318,323,The 7 Habits of Highly Effective People,Stephen R. Covey,Non-Fiction,English,1989,Free Press,A business and self-help book that presents an approach to being effective in attaining goals.,381,"business,psychology,growth",4.15,USA,True,,Adult,False,,978-0743269513
319,324,How to Win Friends and Influence People,Dale Carnegie,Non-Fiction,English,1936,Simon & Schuster,Advice on how to create success in business and personal lives.,288,"business,psychology,social",4.22,USA,True,,Adult,False,,978-0671027032
320,325,Good to Great,Jim Collins,Non-Fiction,English,2001,HarperBusiness,A study of why some companies make the leap to superior performance and others don't.,300,"business,management,leadership",4.13,USA,True,,Adult,False,,978-0066620992
321,326,Freakonomics,Steven D. Levitt,Non-Fiction,English,2005,William Morrow,A rogue economist explores the hidden side of everything.,320,"economics,sociology,science",3.99,USA,True,,Adult,True,2010.0,978-0060731328
322,327,A Brief History of Time,Stephen Hawking,Non-Fiction,English,1988,Bantam,"An overview of the history of the universe, from the Big Bang to black holes.",212,"physics,space,science",4.2,UK,True,,Adult,True,1991.0,978-0553380163
323,328,Cosmos,Carl Sagan,Non-Fiction,English,1980,Random House,A book that explores the mutual development of science and civilization.,365,"space,science,astronomy",4.39,USA,True,Hugo Award,Adult,True,1980.0,978-0345331359
324,329,The Selfish Gene,Richard Dawkins,Non-Fiction,English,1976,Oxford University Press,The gene-centered view of evolution and the coinage of the term meme.,360,"biology,evolution,science",4.16,UK,True,,Adult,False,,978-0199291151
325,330,"Guns, Germs, and Steel",Jared Diamond,Non-Fiction,English,1997,W. W. Norton,A trans-disciplinary non-fiction book about the history of human societies.,480,"anthropology,history,science",4.04,USA,True,Pulitzer Prize,Adult,True,2005.0,978-0393317552
326,331,Team of Rivals,Doris Kearns Goodwin,Non-Fiction,English,2005,Simon & Schuster,A biography of Abraham Lincoln and his cabinet during the Civil War.,944,"history,politics,biography",4.28,USA,True,Lincoln Prize,Adult,True,2012.0,978-0684824901
327,332,Alexander Hamilton,Ron Chernow,Non-Fiction,English,2004,Penguin,A biography of the founding father that inspired the musical.,818,"history,biography,politics",4.25,USA,True,George Washington Book Prize,Adult,True,2020.0,978-0143034759
328,333,Unbroken,Laura Hillenbrand,Non-Fiction,English,2010,Random House,The true story of an Olympian turned WWII POW survivor.,473,"war,history,survival",4.38,USA,True,,Adult,True,2014.0,978-1400064168
329,334,Wild Swans: Three Daughters of China,Jung Chang,Non-Fiction,English,1991,Simon & Schuster,A family history that spans a century of turbulent change in China.,524,"china,history,women",4.27,China,True,NCR Book Award,Adult,False,,978-0743246989
330,335,Chronicle of a Death Foretold,Gabriel García Márquez,Short Stories,English,1981,Knopf,A non-linear story of a murder in a small Colombian town.,120,"mystery,magical realism,crime",3.98,Colombia,True,,Adult,True,1987.0,978-1400034710
331,336,Perfume: The Story of a Murderer,Patrick Süskind,Horror,English,1985,Diogenes,An olfactory genius in 18th-century France turns to murder to create the perfect scent.,263,"horror,france,scent",4.04,Germany,True,World Fantasy Award,Adult,True,2006.0,978-0375725845
332,337,The Name of the Rose,Umberto Eco,Mystery/Thriller,English,1980,Bompiani,A friar investigates a series of mysterious deaths in a medieval abbey.,536,"history,mystery,philosophy",4.13,Italy,True,Strega Prize,Adult,True,1986.0,978-0156001311
333,338,Foucault's Pendulum,Umberto Eco,Mystery/Thriller,English,1988,Bompiani,Three editors invent a conspiracy theory that turns out to be real.,641,"conspiracy,history,complex",3.92,Italy,True,,Adult,False,,978-0156032971
334,339,Half of a Yellow Sun,Chimamanda Ngozi Adichie,Historical Fiction,English,2006,Knopf,The lives of four people during the struggle for Biafran independence in Nigeria.,433,"africa,war,love",4.33,Nigeria,True,Women's Prize for Fiction,Adult,True,2013.0,978-1400095209
335,340,Purple Hibiscus,Chimamanda Ngozi Adichie,Art/Literature,English,2003,Algonquin Books,A young girl grows up in a wealthy but abusive household in post-colonial Nigeria.,307,"africa,family,coming-of-age",4.21,Nigeria,True,Commonwealth Writers Prize,Adult,False,,978-1616202415
336,341,Middlesex,Jeffrey Eugenides,Historical Fiction,English,2002,"Farrar, Straus & Giroux",The story of a hermaphrodite growing up in Detroit.,529,"gender,family,epic",4.02,USA,True,Pulitzer Prize,Adult,False,,978-0312427733
337,342,The Virgin Suicides,Jeffrey Eugenides,Art/Literature,English,1993,"Farrar, Straus & Giroux",Five sisters commit suicide in a Detroit suburb in the 1970s.,250,"tragedy,mystery,sisters",3.85,USA,True,,Adult,True,1999.0,978-0446670258
338,343,A Prayer for Owen Meany,John Irving,Art/Literature,English,1989,William Morrow,A story about faith and friendship centered on a small boy with a strange voice.,637,"friendship,faith,classic",4.24,USA,True,,Adult,True,1998.0,978-0345361790
339,344,The World According to Garp,John Irving,Art/Literature,English,1978,Dutton,"The life and times of T.S. Garp, the bastard son of a feminist icon.",609,"feminism,satire,writing",4.1,USA,True,National Book Award,Adult,True,1982.0,978-0345366764
340,345,Bel Canto,Ann Patchett,Art/Literature,English,2001,HarperCollins,Terrorists take hostages at an opera singer's performance in South America.,318,"music,terrorism,romance",3.93,USA,True,Orange Prize,Adult,True,2018.0,978-0060188733
341,346,Little Fires Everywhere,Celeste Ng,Mystery/Thriller,English,2017,Penguin,Two families in Shaker Heights are upended by secrets and a custody battle.,338,"family,secrets,motherhood",4.09,USA,True,Goodreads Choice Award,Adult,True,2020.0,978-0735224292
342,347,Doctor Zhivago,Boris Pasternak,Historical Fiction,English,1957,Feltrinelli,A physician and poet is caught between the Russian Revolution and the Civil War.,592,"russia,war,love,classic",3.99,Russia,True,Nobel Prize,Adult,True,1965.0,978-0307390950
343,348,Atlas Shrugged,Ayn Rand,Non-Fiction,English,1957,Random House,Dystopian United States where private businesses suffer under increasingly burdensome laws.,1168,"philosophy,politics,controversial",3.69,USA,True,,Adult,True,2011.0,978-0451191144
344,349,The Fountainhead,Ayn Rand,Non-Fiction,English,1943,Bobbs-Merrill,An individualistic young architect chooses to struggle in obscurity rather than compromise.,704,"architecture,philosophy,individualism",3.88,USA,True,,Adult,True,1949.0,978-0451191151
345,350,The Lost World,Michael Crichton,Sci-Fi,English,1995,Knopf,"A second island of dinosaurs is revealed, and an expedition tries to study them.",393,"dinosaurs,adventure,sequel",3.8,USA,True,,Adult,True,1997.0,978-0345538994
346,351,The Stand,Stephen King,Horror,English,1978,Doubleday,"A superflus pandemic kills 99% of the world's population, leading to a battle between good and evil.",1152,"post-apocalyptic,good vs evil,epic",4.34,USA,True,,Adult,True,1994.0,978-0307743688
347,352,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Horror,English,1886,"Longmans, Green & Co.","A lawyer investigates the strange relationship between his old friend, Dr. Jekyll, and the misanthropic Mr. Hyde.",88,"horror,classic,duality",3.82,UK,True,,Adult,True,1931.0,978-0141439730
348,353,Treasure Island,Robert Louis Stevenson,Adventure,English,1883,Cassell & Co.,Jim Hawkins sets sail on the Hispaniola to find the buried treasure of Captain Flint.,230,"pirates,classic,treasure",3.83,UK,True,,Children,True,1950.0,978-0141321004
349,354,Peter Pan,J.M. Barrie,Fantasy,English,1911,Hodder & Stoughton,The boy who wouldn't grow up whisks the Darling children away to Neverland.,207,"magic,classic,fairies",4.07,UK,True,,Children,True,1953.0,978-0141329819
350,355,The Wind in the Willows,Kenneth Grahame,Children,English,1908,Methuen,"The adventures of Mole, Rat, Toad, and Badger in the English countryside.",208,"animals,friendship,classic",3.98,UK,True,,Children,True,1996.0,978-0143039099
351,356,Winnie-the-Pooh,A.A. Milne,Children,English,1926,Methuen,The adventures of a teddy bear and his friends in the Hundred Acre Wood.,145,"animals,friendship,classic",4.34,UK,True,,Children,True,1977.0,978-0525444433
352,357,Mary Poppins,P.L. Travers,Fantasy,English,1934,Gerald Howe,A magical nanny arrives on the East Wind to care for the Banks children.,209,"magic,nanny,classic",3.99,UK,True,,Children,True,1964.0,978-0152058104
353,358,Pippi Longstocking,Astrid Lindgren,Children,Swedish,1945,Rabén & Sjögren,A superhuman girl lives alone in a chaotic house with her monkey and horse.,160,"humor,sweden,classic",4.14,Sweden,True,,Children,True,1988.0,978-0142402498
354,359,Anne of Green Gables,L.M. Montgomery,Children,English,1908,L.C. Page & Co.,An imaginative red-headed orphan is mistakenly sent to live with elderly siblings on a farm.,320,"classic,canada,growing up",4.26,Canada,True,,Children,True,1985.0,978-0141321592
355,360,Heidi,Johanna Spyri,Children,German,1880,Perthes,A young orphan girl lives with her grandfather in the Swiss Alps.,352,"alps,classic,nature",3.99,Switzerland,True,,Children,True,1937.0,978-0141322568
356,361,Black Beauty,Anna Sewell,Children,English,1877,Jarrold & Sons,"The autobiography of a horse, detailing his life of labor and mistreatment.",255,"animals,classic,kindness",3.97,UK,True,,Children,True,1994.0,978-0141321035
357,362,The Jungle Book,Rudyard Kipling,Adventure,English,1894,Macmillan,"A collection of stories about Mowgli, a boy raised by wolves in the Indian jungle.",277,"animals,india,classic",3.94,India,True,,Children,True,1967.0,978-1593081157
358,363,Kim,Rudyard Kipling,Mystery/Thriller,English,1901,Macmillan,An orphan boy in British India becomes a spy for the Great Game.,338,"india,espionage,classic",3.75,India,True,,Adult,True,1950.0,978-0141442372
359,364,Sense and Sensibility,Jane Austen,Romance,English,1811,Thomas Egerton,Two sisters representing reason and emotion navigate love and society.,409,"classic,romance,sisters",4.07,UK,True,,Adult,True,1995.0,978-0141439662
360,365,Emma,Jane Austen,Romance,English,1815,John Murray,"A wealthy, meddlesome young woman tries to matchmake for her friends.",474,"classic,romance,humor",4.02,UK,True,,Adult,True,1996.0,978-0141439587
361,366,Persuasion,Jane Austen,Romance,English,1817,John Murray,Anne Elliot gets a second chance at love with the naval officer she once rejected.,249,"classic,romance,regret",4.14,UK,True,,Adult,True,2007.0,978-0141439686
362,367,Mansfield Park,Jane Austen,Romance,English,1814,Thomas Egerton,"Fanny Price, a poor relation, grows up with her wealthy cousins at Mansfield Park.",460,"classic,romance,morality",3.85,UK,True,,Adult,True,1999.0,978-0141439808
363,368,Northanger Abbey,Jane Austen,Humor,English,1817,John Murray,A young girl obsessed with gothic novels imagines a mystery where there is none.,260,"classic,satire,gothic",3.83,UK,True,,Adult,True,2007.0,978-0141439792
364,369,Tess of the d'Urbervilles,Thomas Hardy,Art/Literature,English,1891,James R. Osgood,A peasant girl is seduced by a wealthy man and faces the harsh judgment of society.,518,"classic,tragedy,victorian",3.79,UK,True,,Adult,True,1979.0,978-0141439594
365,370,Far from the Madding Crowd,Thomas Hardy,Romance,English,1874,Cornhill Magazine,Independent Bathsheba Everdene attracts three very different suitors.,433,"classic,romance,rural",3.95,UK,True,,Adult,True,2015.0,978-0141439655
366,371,Middlemarch,George Eliot,Art/Literature,English,1871,Blackwood,"A study of provincial life, marriage, and idealism in a fictional English town.",904,"classic,society,complex",3.99,UK,True,,Adult,True,1994.0,978-0141439549
367,372,Silas Marner,George Eliot,Art/Literature,English,1861,Blackwood,A reclusive weaver finds redemption when he adopts an orphan girl.,263,"classic,redemption,rural",3.61,UK,True,,Adult,True,1985.0,978-0141439754
368,373,David Copperfield,Charles Dickens,Young Adult,English,1850,Bradbury & Evans,The life of David Copperfield from childhood to maturity.,619,"classic,autobiographical,london",4.0,UK,True,,Adult,True,1935.0,978-0140439441
369,374,Oliver Twist,Charles Dickens,Art/Literature,English,1838,Richard Bentley,An orphan boy runs away from a workhouse and joins a gang of pickpockets.,608,"classic,poverty,crime",3.87,UK,True,,Adult,True,1948.0,978-0141439747
370,375,Bleak House,Charles Dickens,Humor,English,1853,Bradbury & Evans,A long-running legal case destroys the lives of those involved.,1017,"classic,law,mystery",4.0,UK,True,,Adult,True,2005.0,978-0141439723
371,376,A Christmas Carol,Charles Dickens,Fantasy,English,1843,Chapman & Hall,Miser Ebenezer Scrooge is visited by three ghosts on Christmas Eve.,104,"christmas,classic,redemption",4.06,UK,True,,Children,True,1951.0,978-0140439052
372,377,Vanity Fair,William Makepeace Thackeray,Humor,English,1848,Punch,Becky Sharp claws her way up the social ladder in Napoleonic England.,867,"classic,satire,society",3.78,UK,True,,Adult,True,2004.0,978-0141439839
